,0
10717,유엔인권이사회 보고서 .공기오염은 인권의 문제. 한국뿐 아니라 전 세계적으로 공기 질이 악화하면서 미세먼지 등 공기 오염 문제는 환경과 건강뿐 아니라 인권문제에서 해결해야 한다
10718,는 내용의 유엔 보고서가 나왔다
10719,. .일 로이터통신에 따르면 데이비드 보이드 유엔 인권.환경 특별조사관은 이날 제네바 유엔인권이사회에 제출한 보고서에서 대기오염으로 매년 전 세계적으로 .만 명이 조기 사망하고 있다
10720,고 밝혔다
10721,. 여기에는 어린이 .만 명도 포함됐다
10722,. 보이드 특별조사관은 영국의 자선단체 톰슨 로이터 재단과의 인터뷰에서 .만 명은 매년 전쟁이나 살인 결핵 에이즈 말라리아 등으로 숨지는 사람을 더한 수보다
10723, 많은 것.이라고 설명했다
10724,. 이어 그는 .대기오염은 생명권 건강권 어린아이들의 권리를 해칠 뿐 아니라 건강하고 지속가능한 환경에서 살 권리를 침해한다
10725,.며 .정말 해결해야 할 세계적인 보건 위기.라고 말했다
10726,. 브리티시컬럼비아대 법.정책.지속가능성 교수이기도 한 보이드 특별조사관은 대기오염이 전 세계적으로 재앙적인 결과를 초래하지만 종종 많은 지역에서 간과되고 있다
10727,고 지적했다
10728,. 가장 눈에 띄는 오염이 사라지면 보이지 않는 오염이 여전히 남아있어도 무시하기 일쑤라는 것이다
10729,. 보이드 특별조사관은 .오늘날 우리가 다
10730,루는 많은 대기오염은 냄새를 맡을 수도 볼 수도 없다
10731,.며 .사람들이 폐로 들이마시는 것은 정말 미세한 입자들.이라고 덧붙였다
10732,. 보이드 특별조사관은 국가마다
10733, 공기오염원이 다
10734,르기 때문에 해결책도 다
10735,양하지만 가장 중요한 것은 석탄 화력발전소를 폐쇄하는 것이라고 강조했다
10736,. 그는 부유한 국가들이라면 오는 .년까지 이를 달성할 수 있을 것이라며 캐나다
10737,와 영국은 이미 이 같은 변화에 동의했다
10738,고 주장했다
10739,. 그는 보고서에서 회원국이 .대기오염을 허용 가능한 수준으로 줄여 그들의 인권 의무를 이행해야 한다
10740,.며 그 예로 대기 질 감시 대기오염에 대한 교육 입법과 규제 및 기준 제정 등을 꼽았다
10741,. 박준우 기자 .다
10742,부영그룹이 인천 송도테마파크 조성사업의 원활한 추진을 위해 환경오염 정화 사회공헌 확대 등에 적극 나선다
10743,. 또 송도테마파크뿐 아니라 항구적인 인천 경제 발전을 위해 지속적이고 대대적인 투자를 이어나가겠다
10744,는 방침도 정했다
10745,. 이중근 부영그룹 회장은 .일 오후 인천시청에서 열린 송도테마파크 조성사업 관련 공식회의에 직접 참석해 이 같은 의지를 밝혔다
10746,. 이날 회의는 송도테마파크 조성사업의 구체안을 마련하는 실시계획 협의 절차를 앞두고 사업자인 부영그룹의 보다
10747, 분명한 입장 표명을 바라는 인천시의 요청에 따라 마련됐다
10748,. 이 회장은 이 자리에서 .송도테마파크를 대한민국을 상징하는 세계적 테마파크로 만들기 위해 열정을 쏟고 계신 인천시 관계 공무원 여러분께 감사드린다
10749,.며 .다
10750,만 최근 일련의 과정에서 사회적 논란과 오해가 있었던 점에 대해서는 매우 유감스럽게 생각한다
10751,.고 말했다
10752,. 그는 이어 .하지만 중요한 사실은 부영그룹이 송도테마파크를 제대로 건설해 반드시 대한민국을 대표하는 세계적인 위락단지로 발전시킴으로써 인천관광 활성화와 지역경제 발전에 일익을 담당하고자 하는 확고한 신념을 갖고 있다
10753,는 점.이라며 .이 같은 의지를 실천으로 보여드리기 위해 송도테마파크 부지 내 토양오염 문제와 관련해 실태조사 및 복원을 위한 조치를 관할 행정청과 협의해 우선적으로 실행해 나가겠다
10754,.고 약속했다
10755,. 그는 또 .환경오염 문제를 조속히 해결할 수 있는 방안을 인천시가 제시할 경우 이를 전폭적으로 수용해 처리계획에 반영하겠다
10756,.고 덧붙였다
10757,. 환경영향평가와 그 결과에 따른 후속 조치가 완료되기까지는 통상 .년의 기간이 소요되는데 이 기간을 최소화할 수 있도록 적극 나서겠다
10758,는 의지를 표명한 것이다
10759,. 이와 함께 그는 사회공헌사업의 하나로 추진되는 인천 송도.교 지하차도 건설과 봉재산 터널 개설 등 두 가지 지역사회 인프라 구축사업이 조기 착공할 수 있도록 전체 사회공헌사업비 일부를 인천시에 먼저 예치하겠다
10760,는 방침도 밝혔다
10761,. 이렇게 되면 교통체증이 심한 아암대로와 청학동동춘동 구간의 체증 해소를 위한 이들 도로개설사업이 한층 탄력을 받을 것으로 기대된다
10762,. 이 회장은 .부영그룹이 인천에 대해 안고 있는 비전은 단발성 투자가 아니라 지속가능한 대대적인 투자.라면서 .이를 통해 인천과 부영이 대한민국 발전에 이바지할 수 있는 상생의 발전모델을 만드는 것이 우리의 일관된 목표.라고 강조했다
10763,. 이와 관련 부영그룹 관계자는 .기업 명예를 걸고 .만 인천시민의 자랑이 될 수 있는 명품 테마파크를 건설해 지역경제 활성화와 일자리 창출에 최선의 노력을 다
10764,하겠다
10765,.고 말했다
10766,. 김순환 기자다
10767,.스모그 오명 방지. 도심 단장 스모그로 악명 높은 베이징.이 .월 .일 개막하는 제.차 중국 공산당 전국대표대회당 대회를 앞두고 대대적인 스모그 방지 조치 및 도심 단장에 들어갔다
10768,. 올해 상반기 경제 성장률 .를 달성한 중국은 과거 .경제성장을 위해 환경을 희생시킨다
10769,.에서 .환경 개선을 위해 경제를 희생시킬 수도 있다
10770,.는 명제를 강력하게 추진하고 있다
10771,. .일 중국 당국 등에 따르면 베이징과 인근 지역에서 오염 물질을 배출하는 기업에 대해 .월부터 난방 시즌이 끝나는 내년 .월까지 아예 공장 가동을 중단하라는 지시를 내리고 대대적인 단속을 하고 있다
10772,. 중국 진출 국내기업 주변에서는 .환경 단속이 고고도미사일방어체계.사드 보복보다
10773, 더 무서울 수 있다
10774,.는 말까지 나오고 있다
10775,. 현대차에 부품을 납품하는 사의 경우 최근 용접 과정에서 연기가 발생한다
10776,는 이유로 중국 정부의 제재를 받았다
10777,. 베이징의 한식당들은 숯불구이에 사용되는 숯이 미세먼지를 배출한다
10778,는 이유로 최근 일제히 벌금을 부과받고 현재 .내부 수리 중.이라는 표지를 붙인 채 휴업에 들어갔다
10779,. 시진핑. 중국 국가주석은 지난 .월 중국 성급 간부들이 참석한 .차 당 대회 준비 연구토론회에서 .환경오염 예방 및 개선.을 .금융 리스크 예방. .빈곤 문제 해결.과 함께 .대 과제로 제시하고 환경 문제 개선에 박차를 가하고 있다
10780,. 베이징박세영 특파원 .다
10781,. 올들어 .건 위반적발 기업들 .년간 .만. 무단방류 방폐물 .여 .년 보관도 .점검강화 컨트롤타워 시급. 울산지역 기업체들의 오염물질 불법 배출 등 환경오염 범죄가 잇따라 산업도시 울산의 환경과 시민 건강에 빨간불이 켜졌다
10782,. .일 울산시 등에 따르면 울산 울주군 내 석유화학업체는 .년 .월부터 올해 .월까지 .년여 동안 발암물질인 벤젠이 섞인 폐수 .만여.를 폐수 방지시설로 보내지 않고 무단으로 방류하다
10783, 적발됐다
10784,. 이 회사가 버린 폐수에서는 배출기준 .을 .배 초과한 벤젠이 검출됐으며 생물학적 산소요구량도 기준 .을 넘긴 .으로 나타났다
10785,. 이와 관련해 울산지방법원은 지난달 이 회사에 벌금 .만 원을 부과하고 환경담당 임원에 대해 징역 .년을 선고했다
10786,. 또 울산공단 내 석유화학업체는 .년 이후 .여년 동안 제품 생산 과정에서 발생한 방사성 폐기물 .여 경찰 추산을 원자력안전위원회에 신고하지 않고 몰래 보관한 혐의로 경찰 조사를 받고 있다
10787,. 이 회사는 경찰 수사로 방폐물의 존재가 밝혀지자 뒤늦게 원자력안전위에 자진 신고했다
10788,. 특히 방폐물을 몰래 보관한 이 회사와 주거 밀집지는 .밖에 되지 않았는데도 해당 지방자치단체인 울산시는 이 같은 사실을 전혀 몰라 방폐물 관리에 문제를 드러내고 있다
10789,. 각종 환경법규를 위반하다
10790, 관계기관의 단속에 적발된 업체도 수두룩하다
10791,. 낙동강유역환경청이 지난 .월 .일부터 .월 .일까지 울산지역 국가산단의 유해화학물질 취급 사업장 .곳에 대해 특별 환경관리 실태점검을 실시한 결과 .곳에서 각종 법규를 위반한 것으로 드러났다
10792,. 이중 .개 사업장은 훼손된 대기방지시설을 방치하는 등 환경오염 배출시설 및 방지시설을 부적정하게 운영한 것으로 밝혀졌다
10793,. 또 .개 사업장은 대기.수질배출시설 유해화학물질 등에 대해 허가를 받거나 신고를 하지 않고 불법 운영한 것으로 드러났다
10794,. 울산시가 올들어 지난달 말까지 실시한 환경오염물질 배출사업장 .곳에 대한 점검에서도 .건의 위반 사실이 적발되는 등 기업체들의 환경법규 위반행위가 잇따르고 있다
10795,. 김형근 울산환경운동연합 사무국장은 .최근의 울산지역 기업체의 크고 작은 환경 오염행위는 결국 기업들의 시민 건강이나 환경보호에 대한 인식이 해이해졌기 때문.이라며 .단속기관인 울산시도 단속 인원 부족 등의 이유만 댈 것이 아니라 환경업무를 통합적으로 관리하기 위한 컨트롤타워를 설립해 단속 및 점검 강화 등 특단의 대책을 마련해야 할 것.이라고 말했다
10796,. 울산 곽시열 기자 .다
10797,올 .번째. 안개.황사 겹쳐 .개 도시선 .주황색. 발령 베이징. 등 중국 수도권 지역이 올 들어 세 번째 최악의 스모그로 몸살을 앓고 있다
10798,. 이번 스모그는 짙은 안개와 중국 서북 지방에서 불어온 황사까지 겹쳐 더욱 심각한 양상을 보였다
10799,. .일 중국 신화통신 등에 따르면 지난달 .일부터 중국 수도권인 징진지. 베이징.톈진.허베이성의 약칭와 그 주변 지역에 안개를 동반한 스모그가 발생해 이날까지 .일 동안 영향을 주고 있다
10800,. .일 기준 .개 도시에서 대기오염 적색 경보가 발령됐고 .개 도시에서 주황색 .개 도시에서 황색 경보가 발령됐다
10801,. 베이징에는 .일 오전 .시를 기해 대기오염 황색 경보와 함께 안개 황색 경보가 발령됐다
10802,. 중국의 대기오염 경보는 총 .단계파란색 황색 주황색 적색로 나뉘며 적색이 가장 심각한 경보다
10803,. 황색 경보는 공기질지수가 .이 넘는 날이 이틀 연속 이어지면 발령된다
10804,. 베이징 지역은 .일 오전 가 .을 기록했다
10805,. 신화통신은 .이번 대기오염은 범위나 정도로 봤을 때 모두 올 들어 최악으로 평가된다
10806,.고 전했다
10807,. 베이징 지역의 가시거리가 짧아져 일부 고속도로가 폐쇄됐고 산둥성.허난성.톈진시.허베이성 등 여러 지역에서도 극심한 대기오염으로 도로가 폐쇄된 상황이다
10808,. 텅쉰왕은 .베이징과 주변 지역의 경우 겨울철 난방이 본격적으로 시작되면서 석탄과 강철 등의 사용량이 전국의 .에 달하고 수도권 지역의 화물 운송량이 전국의 .를 넘고 있다
10809,.며 .스모그가 짙은 안개와 약한 바람 황사 등과 겹치면서 더욱 악화하고 있다
10810,.고 전했다
10811,. 중국 생태환경부는 이번 대기오염이 .일 오후 찬 공기가 유입되면서 조금씩 개선될 수 있을 것으로 내다
10812,봤다
10813,. 한편 중국 신장위구르자치구 우루무치. 지역에는 지난 .일 황사와 눈이 뒤섞인 .황사눈.이 내린 것으로 전해졌다
10814,. 중궈톈치왕.에 따르면 신장 지역에는 .일 비교적 강한 찬 공기의 영향으로 강풍과 황사가 몰아치는 가운데 눈까지 오면서 .황색 눈.이 내렸다
